, id,tweet,subtask_b
12029,28912,@USER We are playing Clue based on a high school party in the 80s when a federal judge was in his teens.  Does anyone really take this seriously?,UNT
12030,51937,@USER Damn is she ugly!!!!,TIN
12034,36427,@USER @USER @USER @USER Also Jaclyn is either crazy stupid or she is straight up lying to people about the Morphe return policy. That is also deceptive and predatory,TIN
12036,43439,@USER @USER @USER She is really talking nonsense.. can she talk like this for Bible and Quran?,TIN
12041,63466,@USER This is not a new tactic for the left..  This is actually their go to tactic they have used throughout the decades. This is a playbook right out the Nazi-socialist playbook..The democratic socialist are today's neo-nazis. Aka antifa. #TheGreatAwakening #MAGA #QAnon,TIN
12042,67263,Soooooounds like an AWESOME plan !!!  Next he’s gonna be pulling money from Medi-care &amp; Pensions to pay for all the Golf Cart Rentals for his @USER detail that watches him struggle to stay on the fairways on all the Golf Weekends he swore “he’d NEVER have time for” #MAGA URL,TIN
12044,39824,@USER @USER I kind of feel like AntiFa are terrorists.but maybe I'm overstating it lol 🤷‍♂️,TIN
12046,28700,@USER @USER You know what wasn’t in his apartment after? Him. And that’s the fucking problem.,UNT
12047,98896,@USER @USER Just saw it. Still vague though. He does not confirm if he is done or not though.,TIN
12050,16839,@USER Holder should be in prison,TIN
12053,26404,@USER @USER @USER @USER Lord Of The Pies should kept his c*ck holster shut.  Nobody gives a toss what you Hollyweirdo's have to say.  #MAGA,UNT
12062,68777,@USER @USER Such a fucked night @USER,UNT
12073,81683,@USER So you’re saying THIS official is suppose to go back and recall every other violation that was let go and than rule?  Silly ass argument.  She was out of line he called it.  That’s like saying billy Martin didn’t get thrown out in 1975 so how can buck showalter get thrown out,TIN
12076,20292,@USER pres trump has the right to release classified docs if it proves this investigation was biased before it began. Its almost 2 yrs later and mueller has nothing on trump. Damage of his presidency has occurred due to the liberals who are against him,TIN
12082,15656,@USER @USER @USER @USER You are so pathetic,TIN
12083,42482,10 restaurant diners fatally shot in Corpus Christi with .357 Ruger Blackhawk revolver. The NRA calls gun control research 'unethical'.,TIN
12084,13877,@USER @USER @USER @USER @USER @USER @USER Louis Farrakahn called. He said you are doing a great job of parroting his ideas. (Means you do not have an original thought and that you are actually the puppet here).,TIN
12091,23114,"@USER It's kind of like when a mean old woman says that a pretty young one is Ugly and untalented"" just because she is washed up and will never look like that again. For one thing it's catty, secondly, it makes her look like a jealous hater and has-been! #Montel""",TIN
12094,60250,@USER shit doesn’t feel real to me. then again... life is very whack and i don’t like how it’s set up to begin with so. idk.,TIN
12101,39480,@USER Liberals have truly outdone themselves with this stunt. Absolutely disgusting.,TIN
12102,32417,@USER I think Donald Trump is a disgusting disgraceful pig . Shame on him thinking that he did so much for Puerto Rico . He failed us . And he is a failure as a so called president . He did nothing but talk bad about Puerto Rican’s he doesn’t understand that PR is USA territory.JERKOFF,TIN
12112,66457,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER How an #evangelist speaks when he is filled with holy spook URL,TIN
12114,21442,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ya too bad the democrats had to bring back nazi tactics and nazi brown shirts in the form on antifa URL,TIN
12116,61200,@USER ...Bono's attempt to inculcate the masses in his later life epiphany... senility has certain markers; i guess Bono has made that clear now - sad 😳🤔🤔,TIN
12117,79963,@USER The ratings are low because of people like you &amp; the other guy making fun of conservatives.. This is one reason why Trump won..  You people just don't get it &amp; pitiful &amp; shameful...,UNT
12118,98223,@USER @USER This is a teacher or nut job...you be the judge...but remember she is influencing young minds.,TIN
12131,40606,"Roy Moore"" ""Allegations From Far Distant Past""  ""Bezos"" ""Bunny"" ""Satire"" #drellenbrandt #MAGA Dr. Melissa Bunny, via a Medium, tells us from beyond the grave: ""About 35 years ago, Jeff Bezos put his hands on me, cut my head off, and cooked me as hasenpfeffer for dinner."" 🐇🐇🐇 URL",TIN
12132,73869,ANTIFA..ANONYMOUS ARE COMING FOR YOU..  URL,TIN
12134,80778,@USER @USER @USER Antifa FACIST. Don’t let these mean anti-Americans use a fake title. They are FACIST.,UNT
12135,30593,@USER @USER Could anyone expect anything less from a fool like j rubin? Incompetent hair on fire libs cost people their lives and blame it Pres. Trump.,TIN
12139,55005,@USER The cunt who’s 1st EU is doing it URL,TIN
12140,15926,@USER @USER @USER @USER @USER LMAO you are too dumb... forgive my manners but this pile of shiit you just said can give cancer. URL,TIN
12141,44471,@USER I bet the first ones she calls when she is being robbed is those very same police😡‼️. People are freaking stupid ... 🙄,TIN
12144,87051,@USER @USER @USER @USER Don't feel sorry for her. She is so greedy she even hides her Patreon amount and dumb kids keep donating for watching her playing games and whispering into a mic.,TIN
12145,97924,"@USER Screw you and that keep up"" shit honestly 😂""",TIN
12146,25540,@USER u a cold bitch,TIN
12147,66869,20 Crazy Things Liberals Blame Trump For URL via @USER  Unhinged blame everything on our President.,TIN
12150,70844,@USER I was think she jisoo but I’m Focused I found she is taeyoun,TIN
12155,86635,@USER I hope this shit doesn’t become a trend. Keep the beef on wax homie. Or at least call and yell at each other on Hot 97 like 50n&amp; Cam did URL,UNT
12159,19907,@USER He has no social graces. That is why he was shunned by NY proper everyone knows he's white trash with a little money.   He does not know how to act and makes everything about him. Always. He is just a Me ME Me  POS that is an embarrassment to the USA.,TIN
12160,34711,@USER @USER When one of those sides is white supremacists then it shouldn't be hard to say that one of those sides is the wrong side. Now stop trying to equate antifa with white supremacists. It just makes you look more like a white supremacist.,TIN
12165,36284,@USER We get shit transported from Africa niggas told me they seen venomous snakes Iguanas a beetle the size of a car tire lmaoooo 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ all kinds of shit,TIN
12166,15112,@USER this girl called herself tryna call me ugly. i had to show her how ugly she is.,TIN
12169,62840,@USER @USER You’d also know this isn’t about women at all b/c Democrats don’t call for justice for women assaulted by Democrats when there is both evidence of injury &amp; police reports. You’d know Dems only demand conservatives be found guilty upon accusation. You’d know this is all political. URL,TIN
12171,19543,@USER @USER @USER way more accurate than most theories.Most history ancient Egypt ect is all made up BS . It’s all been fabricated for us I don’t claim to know why.But if you start looking into history ect there’s no fucking proof of anything.Enjoy the show.Our consciousness is def changing #Doit,UNT
12176,66487,@USER Krazee right wingers have the nerve to bitch about Antifa.,TIN
12185,21485,@USER @USER ..... or you could legislate some common sense gun control and tone down your racist rhetoric.,TIN
12186,30937,Democrats and their double sided hypocrisy. Is this any surpise... #MAGA #ConfirmKavanaugh  #PJNET URL,TIN
12192,47947,@USER You will not win. Texas doesn’t need a liberal. Everything liberals touch turns to crap!!,TIN
12200,71775,@USER @USER .  The #MeToo has been ruined by hateful demonic Democrats.  It's now been WEAPONIZED against MEN.  Disgusting how Democrats/Liberals RUIN everything they touch! #VoteRedToSaveAmerica #MAGA,TIN
12201,92284,@USER @USER This unfortunately is the real way Democrats feel about Blacks! If they could they would put us all on the Plantation! Socialism is making citizens slaves to the Government! The Conservatives will never let that happen! This very kind of Treason is why we have the 2 Amendment!,TIN
12203,39447,@USER @USER Mental case for sure,UNT
12207,65400,@USER @USER @USER What Bhagwat tells shakha minions and what he says to rest of the world are two different things. Sanghi goons will keep on raping and killing but the stupid liberals will think sanghis are ' not that bad'. Don't get taken in by his lies else next 5 years India will disappear.,TIN
12209,27889,@USER hell yeah it FUCKIG is,TIN
12211,54522,@USER Risking his own ass lol,TIN
12217,65323,"@USER The democrats are becoming more despicable by the day! There is no bottom to their vitriol and lies"" barrel.  Why liberals go along with this makes no sense.""",TIN
12219,58703,@USER @USER @USER @USER @USER @USER @USER @USER Right I'm stopping replying to anymore of your nonsense but going to keep following you to warm others of your dangerous take on society - you pal are the biggest fake going and been proved and just like all the rest of antifa are bloody dangerous,TIN
12225,56989,@USER He is trash himself to do that,TIN
12226,83095,@USER i BREATGE in kpop stan u nigger,TIN
12234,47583,@USER Democ Rats are pulling the Anita Hill trick to derail the Judge Kavanaugh confirmation. It will not work! Get over @USER triumph. You communists will not destroy the USA #MAGA,TIN
12241,20619,@USER He is not a troll he is simply dumb but I’m enjoying it I love tweeter for this 🤣🤣🤣🤣🤣🤣🤣,TIN
12243,97490,"@USER @USER Hillary was blaming women not too long ago.  Better hope the Uneducated"" don't show up to vote again.    “It isn't so much that liberals are ignorant. It's just that they know so many things that aren't so.”""",TIN
12244,33290,@USER @USER I support Jahs blessings on his hussle ....he is d bomb,TIN
12248,97578,@USER If that was my missus horse he’d fuck right off and have us chasing him like bell ends,TIN
12250,43670,#MaxineWaters: #Trump ‘Has Displayed the Most Despicable Behavior That Any Human Being Could Do’ URL #MAGA,UNT
12252,39701,"@USER It really sucks when commies atheists liberals refugees and anyone who isn't one of (us) uses our"" precious tax dollars....""",TIN
12257,43528,@USER @USER @USER @USER @USER @USER @USER That’s a blatant lie. ANTIFA is the worse hate group. Look at what they did at Berkeley university in California. They nearly destroyed it over a guy they disagreed with. It wasn’t the KKK OR WHITE SUPREMACY. They are shutting down free speech,TIN
12258,13906,@USER slap the shit outta her,TIN
12259,76467,@USER And Who Would Listen to a Man that Robbed American Taxpayers of Millions of Dollars and Gave it to Iran?  NOT ME!,TIN
12260,33578,@USER Well she is better looking than the lying chicks lawyer,TIN
12261,66351,@USER The hate really takes a toll on these people physically. Most of these unhinged liberals do not look well. 24/7 fake news Armageddon coverage is sucking the life out of these people. I feel bad for them....,TIN
12263,33019,@USER Croatian President's bikini photos worlds hottest president ever URL,TIN
12266,82569,"@USER wow @USER you didn't look up permanently"" and ""suspends"" before placing them next to each other in a fucking headline? #youhadonejob""",UNT
12267,46049,@USER Yeah. Gun Control Act of 1968 also uses a lot of innuendoes for black people and ghettos in its text.,TIN
12268,19069,@USER I found out today that Jesus isn’t white and so now I can’t go to church on Sunday AND I can’t watch football damn Obama liberals,TIN
12269,48637,@USER What happens next is whoever inthe GOP votes against him gets destroyed and we vote MORE republicans to the Senate to ensure margin of victory for AMY CONEY BARRETT liberals worst nightmare.,TIN
12272,11589,@USER @USER Landon sucks I asked him for my birthday if I could play with him but he never got back to me so Landon you suck,TIN
12275,80192,@USER @USER @USER Trudeau’s liberals have no rules ! Time to oust them!,TIN
12279,91816,@USER @USER Liberals don't give a rats ass but having power!! Period!! They cry over everything that doesn't go their way,TIN
12281,39036,@USER Francis must be forced aside. The Church needs to be cleansed top to bottom.,TIN
12285,61363,#Republicans #Conservatives @USER wet dreams: Step 1: Confirm predator as SCOTUS judge Step 2: Eliminate women's choice Step 3: Eliminate non white's voting rights Step 4: Eliminate women's voting rights Step 5: End immigration,TIN
12287,52370,@USER - both don’t support Medicare for all  - both voted against the dreamers  - both voted for the racist police brutality bill  - both voted to give Donald trump and even larger military budget .  - both didn’t do a thing on gun control  - both voted for the racist payday loans bill,TIN
12289,23564,@USER @USER It doesnt matter who said it.  YOU ARE CORRECT .  If anyone that stupid to out your life and families lives in jeopardy based on politico. Dam fool.,TIN
12293,64188,@USER Feinstein and Schumer are political assassins.  Thank heavens that @USER has been able to give a few in the GOP courage to not fold this far.  Conservatives need to hit back hard on these political criminals.,TIN
12296,57651,@USER @USER The active duty personnel I know think he is a dangerous fool. Maybe 100% of racist military klansmen support Mr. Traitor-pants.,TIN
12300,44654,@USER @USER  This is insulting. I'm black and fully capable of getting IDs. What makes you think that we can't?  Lets be honest. This is about liberals (mostly white 1s) that want to appear as saviors and vanguards for minorities. Its about protecting your fraudulent votes.,TIN
12302,87524,@USER @USER @USER @USER @USER She is so calm &amp; patient. That’s great..keep it up. Don’t mind people bc everyone has their own viewpoints on each aspects of life.,TIN
12303,64374,@USER @USER Miriam,TIN
12311,89366,@USER Demon-craps just can't get over the fact that they are not in charge....They're delusional to think something that will effect the country in such a profound way will just be bargained away....American's have Dreams that come first over Illegals.,TIN
12314,88415,@USER Frankly I hate that argument. Gun control. Healthcare. Student loans. Tax policy. Climate change. Social Security. Medicare. Even car emissions and mileage. There is a clear difference on each and every policy.,UNT
12320,22519,@USER @USER She is as dumb as she looks,TIN
12321,46048,@USER Kirinodere and the Curious Case of the Fucked Customs Fees. 10/10 good book.,TIN
12322,96573,@USER I cackle at something different shit every time I watch it lol,UNT
12324,96384,@USER This is the realest (and tealest) shit ever. Eric da gawd,TIN
12328,51297,@USER @USER She is a 🤡,TIN
12330,84107,I hate the Democrats but they do Fight like H3LL everyday.  R's are making so much from Lobbyist they don't give a damn what we want.  I'm Ready for #MAGA Party   but we have to get Trump elected 2020 and keep democrats out till 2020 URL,TIN
12333,17197,@USER @USER END of Story.   Where is the lying Liberals Witness 🤔,TIN
12336,16218,@USER Conservatives believe attempted rape is a form of flirting.  That’s why we’re getting all the “if you look into my past you won’t believe what I did” nonsense.,TIN
12337,70133,@USER fuck russ 110%,UNT
12343,99246,@USER You're full of s***. It's the Liberals paid by Soros who are doing those things,TIN
12344,69559,@USER Iya Risi in my area didnt get the money. She is a widow with 5children and all attempt to get the money proved abortive. Isn't this a scam?,TIN
12347,16183,@USER @USER that’s exactly what you evil liberals do. You try to intimidate people so they can step down. I guess bullying is OK when it’s done by liberals,TIN
12349,27991,@USER Of course she’s making money on the situation she is a dem they have no values but greed and power,TIN
12350,66082,@USER If you move ahead with Kavanaugh's nominatin without more information you are committing an ethical and legal violation.U violated the constitution with Merrick Garland &amp; now this horrible candidate who says precedent can be overturned. Wait for more info &amp; be sure,TIN
12353,20030,@USER @USER Why the fuck do you cover American politics more than Canadian politics? @USER is a fucking disgrace. Report news. All news. Not just the stuff that makes conservatives look bad and ignore the stuff that makes liberals look bad.,TIN
12355,69790,231 years later the liberals wants to do away with it. URL,TIN
12356,28181,@USER let me nigga fish in peace damn,TIN
12364,46894,@USER Holy shit you met Michael Jordan,UNT
12370,11093,@USER yeah way to ruin the fucking hype. this is why you werent invited to dennys after we finished with andreas lol.,TIN
12372,42705,@USER And here’s me fucking ya mom URL,UNT
12375,25377,@USER @USER I wonder if antifa will be rioting in the streets after they find out how corrupt the government is,TIN
12376,74927,@USER @USER Thats silly when the 90s cartoons made him popular as fuck,TIN
12377,71268,@USER May as well ignore her since all we are doing is giving her the attention she so craves.  She was such an adorable child..... but she never had a good enough body for nude love scenes so now she is searching for the attention she desires with bovine fecal posts.,TIN
12378,62686,@USER @USER Glad I wear Wranglers. So what gun control would you propose that will stop the criminals?,TIN
12380,78618,@USER @USER Zero evidence lmaooooooo I love seeing liberals squirm at shit like this 😂😂😂,TIN
12381,18186,"@USER Democrats cut funding. CIA goes around it. That's how it's done. Conservatives"" who play by the rules will get fucked up, every time. URL",TIN
12386,79058,"@USER @USER @USER LOCK HER UP! Haa! Looool. CANNOT WAIT! What a blatant lie! Somebody is scared boy!! If that F******* B****** trump gets in, we all hang from nooses!"" Who remembers that one? Can't imagine the anxiety she is feeling. Makes me smile.""",TIN
12391,80706,"@USER @USER @USER @USER You ignored my question, which is crucial to the argument. Once sensible"" gun control is imposed and another shooting occurs, do you truly believe they will not push for further restrictions?""",TIN
12401,65182,@USER Liberal Dictionary:   Illegal Immigrants: Dreamers  Trump Supporters: Deplorable Dregs MS-13 Killers: Human Beings  Babies in the Womb: Not Human Beings  Antifa:Protestors  Law Abiding NRA: Terrorists  Bill Clinton: Feminist  Brett Kavanaugh:Predator Liberalism=a mental disorder,TIN
12404,91002,@USER @USER Liberals are sick people!,TIN
12405,47078,"Another attempt of the DEMS to hide the TRUTH of ABUSE against WOMEN  WHERE is the ME TOO"" movement on this verified ABUSER of WOMEN  #MeToo are they just another extension of the SOROS groups like ANTIFA KKK❓❓❓‼️ URL",TIN
12407,58215,@USER Antifa would burn a Conservatives house down and CNN would be there lighting the torches &amp; throwing gas on the flames.,TIN
12415,82672,@USER Rosier has played like straight fucking garbage i mean he was tolerable at most during the undefeated run last year but ever since Pitt he’s shown how much of a scrub he is and Richt is scared to death to start Perry,TIN
12418,66279,@USER @USER I understand I sound cold-but I love Nintendo. This money grubbing bastards 😹,TIN
12427,23940,#democrats and #liberals don’t give a damn about @USER allegedly committing physical violence on his ex-girlfriend but they all rush to discredit Kavanaugh for a 35 year old “vague” 11th hour accusation. #walkaway #Hypocrites,UNT
12429,47815,#DownwiththeDemocrats!!! #DemocratsHateAmerica #DemocratsAreDangerous #VoteDemsOut #VoteRedToSaveAmerica from the Loco Liberals &amp; TDS  Let All True #Conservatives &amp; ALL who chose to #WalkAway prove that #LiberalismIsAMentalDisorder and needs to squashed like a Bug!!! #VoteRed2018 URL,UNT
12431,85553,@USER That's because you liberals have no morals anything goes with your kind drugs sex child endangerment,TIN
12433,82023,@USER @USER @USER Arrest her immediately. She is a wicked crazy democrat,TIN
12435,43619,".....""  And he is shuting up.  Don't mess with Yumi. Don't ever mess with Ms. Yuzuki.""",TIN
12442,98757,LOL     Ted Cruz thinks #Texas voters are stupid.  Says Beto O'Rourke will ban barbeque from the state of Texas.  #resist   #MAGA    #Ridiculous   URL,TIN
12444,93313,@USER @USER Right!!! Politics has no place in anyone's reproductive organs OR their sex lives!!!!,TIN
12445,58934,@USER @USER Good for her.....  thats some fine gun control. Double tap to an ass,UNT
12446,92663,"@USER Truly. He had that sly, self-deprecating humor and swagger. Like you said, very American"".""",UNT
12448,64441,@USER @USER fuck you. You are disgusting animals and your editor who approved the “news” is a bag of shit.,TIN
12453,32200,@USER @USER @USER @USER @USER All Vince Cable has to show for getting into bed with the Tories is a ridiculous Knighthood.,TIN
12454,60939,Pretending you have dementia to own the libs #MAGA URL,TIN
12456,30803,@USER Holy shit thank you so much. Up until the Mine craft I that that because it wasn't on TV anymore that it had ended. I was very very wrong.,UNT
12458,63840,@USER I think I’ll blame all the dumbasses for gun control,TIN
12460,11865,@USER His legacy is crap. Why would anyone want to save crap?,TIN
12461,97312,if i have to tolerate ur loud ass maga merch dont say shit about my nike anything kiss my ass,TIN
12463,74555,"@USER It's really slowing me down. I wanna ask if I could just bring in my personal mac and use that as my work computer but I don't wanna seem like that apple snob"" but I'm over here shook.""",TIN
12466,65081,@USER @USER Can't stand to listen to that puke. I change the channel when he speaks. He believes his own LIES!!....They're all NUTS!! #LeftWingLiberalDisease #WalkAway #VoteRedToSaveAmerica  🇺🇸🇺🇸#MAGA 🇺🇸🇺🇸,TIN
12467,11494,@USER I come from a long line of bigots and morons. It's hard to grapple with at first but it gets better. Fill the void with fundamentally decent ppl and you will eventually realize you are better off for it.,TIN
12470,53803,@USER @USER @USER Oh so now you are comparing a government law enforcement agency which is subject to constitutional laws to a private corporation. Yeah that makes sense. Wait... No it does not. Stop talking. You are a complete imbecile.,TIN
12471,69898,@USER Am Eye See Kay He Why Am Oh You Ass He,TIN
12473,24415,"@USER UNHINGED.""  No, he's just a fat POS slob who lucked out going against conservatives making tons of money in the process, as an opertunist. A very smart opertiunist who knows how to USE &amp; shovel BS to the liberal left.  It's good business these days &amp; he's EATING it all up.""",TIN
12474,35474,@USER I LOVE YO CUTE ASS,TIN
12475,31242,@USER Another lie. Anything for a diversion,TIN
12476,44940,#TheFeralLeft #Liberals continue to #Infiltrate #Indoctrinate kid shows. Don't hire these mentally ill #Hemorrhoids URL,TIN
12477,97891,@USER On everything that shit is really sad smh,UNT
12480,20384,@USER EVERY TIME! i hate it its the most horrifying feeling. it happens to me when im dozing off. then i jolt wide the fuck awake -_-,TIN
12481,24493,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You didn’t read the whole thing most white mass shooters aren’t even considered terrorism because there’s no “political” agenda to their murder like Dylan roof,TIN
12482,40619,@USER @USER 🤣🤣😂😂😂😂 He is a communist fool!!!!,TIN
12485,99289,"@USER @USER Funny how on top of things"" you are trying to show you are when its white republicans in the path of the storm. An entire Island was just left to fend for its self for 13 days before help arrived.  Trump is a FAKE PRESIDENT""",UNT
12494,21336,@USER Ah.. classic antifa.. behaviour of trashpeople. =),TIN
12496,71493,@USER Who cares what a union leader has to say big kate? Do u fawningly report Lefty concerns  because u and the Left promoting CBC r doing the Trudeau Liberals bidding again.U r a CBC Liberal party Shameful.,TIN
12497,62612,@USER @USER @USER Why did the democrats have to jam far left liberal judges down conservatives throat? Every liberal judge should be investigated all the way back to grade school. The only lowlife here is you.,TIN
12499,35651,@USER This will be settled and will never see a jury. We will never know the truth. Maybe she grabbed him first while swapping spit or he is really that stupid to just grab her. Either way I doubt we will ever know the complete truth.,TIN
12500,90150,@USER Boycotting NFL for the rest of my life.,TIN
12501,62393,@USER God he is terrible.,TIN
12502,70288,@USER Amazing how much money is being thrown at this guy by liberals freaking out. Beto epitomizes everything that is wrong in America. Vote CRUZ!,TIN
12507,40131,@USER @USER Bloodsport who can forget the monologue by jackson describing this big monster. and to think he is in his 60's now,TIN
12510,36339,@USER Hey Bono- Why not turn your Dublin hotel over to refugees? Asshole!,TIN
12511,24151,@USER @USER Because she is nothing more than an opportunistic lying sack of human waste paid by the left.  Turn off your tv Ed.,TIN
12512,76414,@USER @USER @USER Oh yeah so I'm sure you'll wait a certain amount of time before talking about gun control right? I'm sure you're saying the same thing to all the people using the dead to push laws that do nothing right?,TIN
12513,70862,@USER Likely shift? He is a political operative for the GOP. This will be a life-long dream for many who have been working towards this outcome for decades. It’s sad.,UNT
12516,52388,@USER What an “actor” Joe Biden is....and that’s alll he is!!!  A “FAKE” phony actor!!  Get off of the stage Joe...your time has come &amp; gone!!!  We “Dregs of Society” could care less about what you preach!!!,TIN
12518,61513,@USER a bat my nigga,TIN
12519,92373,@USER @USER @USER @USER @USER @USER @USER And your President respects all of that. You liberals do not.,TIN
12521,84702,@USER Hopefully it is joking.  I hate boycotting the Leftist entertainers but I do.  Stop saying stupid stuff.,TIN
12523,19954,@USER @USER @USER As a kid of legal immigrants I can attest you are 100% correct. They follow the law to the letter in most cases because they worked so damn hard to get her legally they won’t do anything to risk their status. The illegals have contempt for our laws and pull the scams 24/7,TIN
12529,81420,@USER @USER Liberals didn't want to hear from Juanita Broderick.  She was ignored. Liberals don't want to hear from Keith Ellison's accuser.  Double Standard,TIN
12532,27537,"@USER Eric and Hussein just need to STFU and go away. Too many Americans died as a result of their Fast and Furious"" gun running scheme gone bad. Eric even defied Congressional subpoenas with Hussein's backing. Despicable.""",UNT
12533,99161,@USER @USER That's why I was so disgusted with him today. I don't know why he thought this was a celebration. But he thinks everything is about him. I won't ever be able to forget the horrible things that he is done.,TIN
12537,61904,@USER Complaining about SP's comments and blames the media for him(Spath) feeling a certain way and not actually reading an article. Basically saying Shea doesn't know shit and basically he should shut his mouth.,TIN
12548,61944,@USER @USER @USER I fuck with this hard,UNT
12549,23193,@USER He didnt say that when he raped his daughters friend (16 years old) and not too long after she committed suicide,TIN
12554,46354,@USER She is such a witch,TIN
12555,82730,@USER @USER @USER I have been thinking about it and it's not inconceivable that someone was trying to meddle with people's minds regarding gun control. I am double-minded about the use of arms because I am a peacemaker. Shoot once and you could start a big war. &gt;2,UNT
12556,22955,@USER Josh I am not fucking a loli robot,UNT
12557,10054,@USER @USER @USER traitor whoever he or she is.,TIN
12560,92277,@USER CONway say it louder for your fellow #MAGA Trumpkins because they are the horrible peiple insulting her! URL,TIN
12563,46365,@USER Does these idiots actually listen to what they say? @USER Sucks!,TIN
12566,88002,@USER Hillary Clinton will be POTUS..Oops!,TIN
12575,40597,@USER What are you doing Joe? I swear it seems like he is doing this shit intentionally to show us fans up or put us in the hospital for heart attacks. #EverybodyIn @USER,TIN
12582,76187,".@USER Live westminster"" utter bulshit conservatives cear nothing of the people living in social housing just look #Grenfell &amp; It's tenants need say no more merits speak louder than words &amp; Tory words are empty promises!""",TIN
12583,34900,@USER @USER You are name calling a decorated disabled veteran. - shame on you. Know your subject before making slanderous remarks.,TIN
12584,86963,@USER Gonna call bullshit on that one.,UNT
12587,61760,@USER @USER Do you hate him that much. He is OUR President.,TIN
12589,51828,@USER @USER She is a blind fool make America great again America first Americans understand the difference we the people voted for Donald J Trump the ex 🤡 Obama policies was a complete failure let's seat back and enjoy the 🤡 show starting Barack Obama,TIN
12597,55574,@USER I know sex sales and we all know Ridge was going to choose his daughter jmo I wanted Hope to get it,TIN
12601,15570,@USER @USER @USER Farrakhan has refered to white people as Blue eyed devils. Will not even repeat what he has said about Jews. He is anti-Semitic.,TIN
12604,80375,@USER Carrey is looking more like a tranny every day ?!,TIN
12607,74840,@USER Fuck em all. Complete morons,TIN
12618,97389,@USER That's what Lindsey Graham uses for a butt hole............,TIN
12622,45033,@USER *click*  FUCK YOU!!,TIN
12629,36817,@USER @USER This guy embezzeled at least a trillion dollars from the american people he is a divider of people he is full of hatred for the american people this guy cant be trusted look at our people that was in bengazi  they trusted him and most of them died,TIN
12633,86742,@USER Again another b******* story no one is watching football because of this a******,TIN
12634,79224,@USER I think she really knows now but she is in denial!!,UNT
12635,21220,#ReleaseTheCures #DeclassifyFISA 🇺🇸 #ItsTime #LockThemAllUp #WWG1WGA 🇺🇸 #GreatAwakening @USER #Winning #QAnon #MAGA Why James Comey knows he's going to be indicted — 9/14/18 - YouTube URL,TIN
12638,15731,1. End the War on Drugs 2. Slash the shit out of taxes across the board 3. Repeal unconstitutional gun control laws URL,TIN
12642,23029,@USER And I will never watch your movies again because you are a maniac!,TIN
12643,36578,@USER @USER @USER The Nov election will tell the tale.  MSM laud Antifa;  alt-media expose them as Soros-shill shitheads.,TIN
12644,49549,@USER This just proves that liberals have no shame whatsoever. He’s a deceiver and a proven liar. Has the nerve to speak of “casting a shadow.”,TIN
12645,16410,@USER THE DEVIL MADE ME DO IT!!!!! THE UGLY FACE OF LIBERALS! I FEEL SORRY FOR THE INNOCENT HONEST ONES THAT ARE JUST BRAINWASHED!,TIN
12652,80114,"#SecondAmendment I saw the Dems in the Kavanaugh hearings bring up common sense"" gun control, time after time. @USER is a Chicago guy. Chicago has some of the very toughest gun laws in the country, yet it's the gun violence capital of the USA. How about this Dick, ++""",TIN
12654,48870,@USER She is a parasitic lump,TIN
12661,11305,@USER Carrey is becoming weird like peewee Herman...,TIN
12665,67813,@USER And yes. Having less access to guns drops suicide rates and accidental injuried snd desths.  This can be proven by looking at every single country that has strict or better gun control.  Unkess you want to prove otherwise that these countries are just as bad.,UNT
12667,88705,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He also clarified that there is the water birth when we are physically born. Then there is the spiritual birth which is obviously when we spiritually die to our sinful flesh and be reborn sinless after being cleansed by His blood at salvation when our sin debt is paid! Praise God,UNT
12669,45985,@USER @USER @USER @USER @USER You are all rapid dog's 🤪,TIN
12672,88866,@USER Fudge report...then apparently she is not a socialist as you and your kind label her and is a successful capitalist but with much higher morals and opportunities for society. You have the dumbest followers.,TIN
12676,67709,@USER Can you Say Insanity? #LockThemAllUp #HandCuffsForHillary #MAGA URL,TIN
12678,59929,"@USER   Your continual use of Left liberal Progressive on your show are Euphemisms for the democrat Party who owns"" them until deny them &amp; ideology.  You are lying to the Public by not calling a spade a spade.""",TIN
12679,61109,@USER @USER This is ridiculous. She is going to have to vote for him at this point or it will be apparent she accepts bribes.,TIN
12680,80372,@USER You said it. They're trying to prove that cheepika is goddess and everyone else has nothing to offer. It tells everything about how insecure they are as fans. Now their target is alia because they know how good she is. Alia being so good is threat to their so called goddess.,TIN
