text,label,roberta_results,btweet_results,bert_results,distil_results,rlarge_results,ensemble
<user> way good,0,0,0,0,0,0,0
many instances ar 15s used home defense labeled mass shootings gun control url,0,1,0,0,0,0,0
rt <user> 8220 <user> someone brings hoes front bae <url>,1,1,1,1,1,1,1
<user> proud antifa af,0,0,0,0,0,0,0
<user> <user> ashame republican party anything gun control people killed reason ashame republican party anything cop killing republicans trying distract america,1,1,1,1,1,1,1
<user> <user> step elected liberals power cuz liberals,0,0,0,0,0,0,0
<user> <user> maybe wrong take oath preserve uphold constitution take people control gun control gtfo crazy steve willeford says hi know name perhaps google realize stupid,1,1,1,1,1,1,1
<user> ohh liberals fighting <emoji : popcorn>,0,0,0,0,0,0,0
<user> thank seeing light stopkanavaugh please vote ok help save democracy <emoji : united_states>,0,0,0,0,0,0,0
<user> got hoe,1,1,1,1,1,1,1
<user> <user> <user> <user> <user> <user> absolutely insane think hearing supreme court judge appropriate place mourning father talk gun control enact laws upholds demanded state senator shake hand,0,0,1,1,0,0,0
<user> took away constitution us congress refuses restore us article 4 sec 4 taken away gun control laws anymore obama stupid man,1,1,1,1,1,1,1
<user> 9 times 10 dog lap get rowdy gets scared hurt trys kiss also ham camera comes like pictures let photo bombs whenever possible <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy> <emoji : dog_face>,0,0,0,0,0,0,0
9 well sides except us conservatives still striving 2 reasonable completely unreasonable opposition u get gravity black hole moon lander rocket need star destroyer warp drive act like,0,0,0,0,0,0,0
<user> <user> <user> <user> funny liberals democrats work together fight twitter,0,0,0,0,0,0,0
<user> course making money situation dem values greed power,1,0,1,1,0,1,1
lol nah hoes dealt 128128 <url>,1,1,1,1,1,1,1
<user> war honest conservatives antifa,0,0,0,0,0,0,0
<user> need next superhero game <emoji : down_arrow> url,0,0,0,0,0,0,0
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> retweet complete amp followed patriots <emoji : united_states> <emoji : tornado> <emoji : police_car_light> <emoji : cross_mark> <emoji : victory_hand>,0,0,0,0,0,0,0
<user> know,0,0,0,0,0,0,0
<user> <user> bring race real racist democrats liberals like,1,1,1,1,1,1,1
<user> beautiful <emoji : smiling_face_with_heart-eyes> <emoji : smiling_face_with_heart-eyes> <emoji : smiling_face_with_heart-eyes>,0,0,0,0,0,0,0
<user> needs fade sunset quickly music sucks one cares political views unfortunately ignorant realize concert went political diatribe completely ruined completely,1,1,1,1,1,1,1
<user> <user> good morning followed back let give crazy liberals hell,1,1,1,1,1,1,1
<user> 128553 128553 128514 128514 nigga duggy dem dead hoes lol,1,1,1,1,1,1,1
<user> omg extra ily,0,0,0,0,0,0,0
friday bitches 128556,1,1,1,1,1,1,1
<user> <user> leave fast enough conservatives like caused much frustration among <user> rinos backbone propelled <user> presidency,1,0,1,0,0,0,0
<user> say high value men like real thing exists amp made lie told distract fact mother never loved amp penis microscopic,1,1,0,1,1,1,1
<user> glad person keep good hard work,0,0,0,0,0,0,0
<user> <user> <user> son antifa masked hater normal,0,0,0,0,0,0,0
rt <user> life short salty get u pussy happy,1,1,1,1,1,1,1
sober soul wasnt interesting bitch im living 5spmg ggl <url>,1,1,1,1,1,1,1
<user> um bc,0,0,0,0,0,0,0
rt <user> braxton curti hoe ass nigga wen see smack like da lil bitch 300,1,1,1,1,1,1,1
<user> remember decades conservatives yelled liberals progressives moral relativists fun,0,0,0,0,0,0,0
<user> happy birthday dad ily thanks best man caring us love appreciate <emoji : koala> <emoji : bear>,0,0,0,0,0,0,0
<user> literally skinny stop playin,0,0,0,0,0,0,0
<user> <user> <user> three cardboard boxes full come pick haunted cardigan,0,0,0,0,0,0,0
<user> <user> omg shyt,1,0,1,0,0,1,0
<user> <user> <user> <user> <user> <user> <user> speak trump family become punching bag left best done long time left party antifa jumped also almost elected hillary hillary <emoji : flushed_face>,0,1,0,0,0,0,0
<user> <user> cowards masks antifa true fascists,1,1,1,1,1,1,1
<user> say south bless heart,0,0,0,0,0,0,0
128347 important thing temporary bullshit lies fa birds kill,1,1,1,1,1,1,1
<user> <user> ikkk fucking prince 6al3 mn al stories bta3in disney kida ahhooo <emoji : cat_with_tears_of_joy> <emoji : loudly_crying_face> <emoji : cat_with_tears_of_joy> <emoji : loudly_crying_face> <emoji : cat_with_tears_of_joy> <emoji : purple_heart> <emoji : purple_heart> <emoji : purple_heart>,1,1,1,1,1,1,1
<user> <user> hey take shit dms aight,0,1,1,1,1,1,1
<user> favorite bot ily,0,0,0,0,0,0,0
<user> <user> well unless live another country president long shot nobody wanted hillary cause knew useless obama policies nothing,1,1,1,1,1,1,1
<user> well love,0,0,0,0,0,0,0
<user> <user> hope conservatives must go vote,0,0,0,0,0,0,0
<user> random ass bitch showed left hour later,1,1,1,1,1,1,1
<user> <user> <user> <user> <user> say compared antifa protests even comparable,0,0,0,0,0,0,0
<user> <user> wtf waste minute change life,0,1,0,0,0,1,0
aboard maga url,0,0,0,0,0,0,0
faggots killed jesuschrist gt hello whatever go ahead gaymarriage pharaoh pockets gt,1,1,1,1,1,1,1
fuk lot u bitches realtalk,1,1,1,1,1,1,1
<user> peaking hizbollah flag url,0,0,0,0,0,0,0
<user> avoid movie un american,0,0,0,0,0,0,0
rt <user> dat shit trash 8220 <user> shirt inspired <user> emoji tattoo pre order <url> <url>,1,1,1,1,1,1,1
<user> hahahaha omg people thought would way forever idiots,1,1,1,1,1,1,1
<user> fake fraud democrat activist plant tool try derail process later drum votes democrats claiming conservatives care victims democrats cared cheapen real victims fakes,1,1,1,1,1,1,1
<user> <user> horse dung remember comes last second parents lost foreclosure case mom judge hardcore anti trump liberal metoo turning blm antifa 0 due process,0,1,0,0,0,0,0
<user> exactly sound like complete dog shit meaning tell long cox url,1,1,1,1,1,1,1
<user> dan rather supplied unimpeachable documentation waiting snopes verify,0,0,0,0,0,0,0
<user> stand ground conservatives <emoji : smiling_face_with_sunglasses>,0,0,0,0,0,0,0
<user> al gore nominated supreme court judge conservatives nerve,1,0,1,0,0,0,0
rt <user> appreciate woman entertaining hoes,1,1,1,1,1,1,1
<user> <user> looks like one <emoji : winking_face_with_tongue> simple things explained,0,0,0,0,0,0,0
<user> <user> reported <user> inciting violence trump supporters making lists target trump supporters antifa,0,0,0,0,0,0,0
bitch texted blue bout want see butt,1,1,1,1,1,1,1
rt <user> amp ima eat pussy filthy 128525,1,1,1,1,1,1,1
bitch probably molly 1st nigga said good mornin back,1,1,1,1,1,1,1
<user> 128514 128514 128514 128128 128128 alright nah bitch want play twitter,1,1,1,1,1,1,1
<user> <user> poker would definitely move woodward bluff bob become shill hope c_i pays well bobby,0,0,1,0,0,0,0
<user> people pr tried telling us last year busy bashing trump mayor cruz people 3000 peoples lives worth try make trump look bad disgrace,1,1,1,1,1,1,1
<user> sometimes get strong vibes people man vibe tens millions murders dangerous dt,1,1,1,1,0,1,1
<user> see shanahan say spoon 100 healthy game obviously excuses maybe doom sort thing seemed game maybe still pretty good,0,0,0,0,0,0,0
rt <user> life bitch slut would easy,1,1,1,1,1,1,1
pet guinea pig die fucking blows,1,1,1,1,1,1,1
one nigs hollered cici ima keep low key tho one lol,1,1,1,1,1,1,1
<user> cat pussy black bored kid kills cop starting fire outrage phony <user>,1,1,1,1,1,1,1
<user> <user> mental health clinician kind much less licensed psychologist fakepsychologist,0,1,0,1,0,0,0
<user> <user> <user> whole milk thing lie anyway needed weird things humans save money labour membership x,0,0,0,0,0,0,0
<user> said exchange 14 day jail sentence max sides could get,0,0,0,0,0,0,0
<user> maas mermaid sharkette pussy,1,1,1,1,1,1,1
<user> come stop bitch cause im bout get,1,1,1,1,1,1,1
<user> <user> conservatives opposing liberals canada,0,0,0,0,0,0,0
rt <user> got ta curve hoes chance curve 128530 <url>,1,1,1,1,1,1,1
<user> fuck twerking bitch cook,1,1,1,1,1,1,1
rt <user> bullying exist bitch ass people exist stand fuck amp stop pussy,1,1,1,1,1,1,1
bitch says got 150 school fuck bullshit,1,1,1,1,1,1,1
<user> uor kkkkk,0,0,0,0,0,0,0
<user> bring back alex jack ban nyt,0,0,0,0,0,0,0
<user> check fake shooting url,0,0,0,0,0,0,0
<user> <user> <user> antifa facist let mean anti americans use fake title facist,1,1,0,1,1,1,1
<user> <user> good titus welliver jimmy also responds whenever tag stuff want bug,0,0,0,0,0,0,0
<user> although think carter decent man without doubt 2nd worst president voting history 44 worst question,1,1,1,1,0,1,1
hoes loveandhiphop going prom 128514 128514 128514,1,1,1,1,1,1,1
<user> boycott nfl,0,0,0,0,0,0,0
<user> nigga everywhere <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy> escape spews time,1,1,1,1,1,1,1
impeach trump maga,1,1,1,1,1,0,1
<user> u notice actually good speaker good reader,0,0,0,0,0,0,0
<user> sounds like lot liberals want america know truth,0,0,0,0,0,0,0
<user> strong feeling high vote blue gun control main focus,0,0,0,0,0,0,0
another win common man morealligatorgreedannulled maga federal court handed victory students suing education secretary betsy devos efforts dismantle protections fraud profit colleges url,0,0,0,0,0,0,0
<user> think last thing wh trump mind april ryan needs stop flattering important thinks,0,0,0,0,0,0,0
<user> <user> <user> <user> <user> kidding support still cancel many violent protests antifa money support traced george soros big player within democrat party,0,0,0,0,0,0,0
<user> <user> <user> thank lovely beautiful <emoji : purple_heart> <emoji : purple_heart>,0,0,0,0,0,0,0
<user> thank addressing question husband made booking period personal data sale,0,0,0,0,0,0,0
<user> black telling dwelling walk kill let run smear campaign even though victim rage feel settled love next rally promise,0,1,1,0,0,1,1
yo bitch want vitamin lookin desperate,1,1,1,1,1,1,1
<user> <user> achichincle lamebotas,1,0,0,0,1,0,0
<user> <user> u ww2 vets antifa,0,0,0,0,0,0,0
<user> thank signing sb100 leadership climate summit please also sign gun control legislation desk another area california lead nation,0,0,0,0,0,0,0
<user> <user> pathetic,1,1,1,1,1,1,1
ima start friend zoning hoes 128514 128514 128514,1,1,1,1,1,1,1
<user> <user> <user> <user> side antifa like violence,0,1,0,0,0,0,0
<user> <user> dems libs real job sure lot free time,0,0,0,0,0,0,0
rt <user> <user> joke hoes shit looking first girl loved bitches 8230,1,1,1,1,1,1,1
<user> <user> known sneaky <emoji : enraged_face>,0,0,0,0,0,0,0
<user> <user> nice pic,0,0,0,0,0,0,0
<user> <user> lock lock,0,0,0,0,0,0,0
<user> god help us happens,0,0,0,0,0,0,0
rt <user> bitch,1,1,1,1,1,1,1
<user> bless camp organisers aware honestly people camp supposed fun safe place predatory ground asdfghjkl,0,0,0,0,0,0,0
ima pull eat pussy dip,1,1,1,1,1,1,1
<user> maga hat would make pic legit,0,0,0,0,0,0,0
<user> <user> <user> <user> <user> argument liberals forcing water steel brains contaminated process healing seems impossible waste precious time words reasonable people url,1,1,1,0,0,1,1
<user> agree us conservatives need take country back maga,0,0,0,0,0,0,0
think change 9733 doctor advocate 9733 cunt goes mental hmm,1,1,1,1,1,1,1
rt <user> swear 128514 forever bitch <url>,1,1,1,1,1,1,1
<user> see see guy url,0,0,0,0,0,0,0
<user> brilliant journalistic commentary,0,0,0,0,0,0,0
<user> donnie jr family owe country apology taking criminal activities white house lining pockets father unfit making mockery republic shame family justice prevail,1,1,1,1,1,1,1
<user> awe boy smell like monkey sex,1,1,1,1,1,1,1
8220 <user> <url> white girls u holla nooooo brothas go ugliest bad built hoes ever,1,1,1,1,1,1,1
<user> bs looking retirement money new job,0,0,0,0,0,0,0
thought legal beat yo hoe,1,1,1,1,1,1,1
wish twitter stalk bitch button,1,1,1,1,1,1,1
<user> <user> <user> antifa promote hared based race black lives mater hate group prime example splc trust worthy,0,1,0,0,0,1,0
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> also clarified water birth physically born spiritual birth obviously spiritually die sinful flesh reborn sinless cleansed blood salvation sin debt paid praise god,1,0,0,1,0,0,0
rt <user> 127379 kk bitch td 17 128275 jeff b home real soon 9981 127344 127382,1,1,1,1,1,1,1
<user> <user> trump interest caring safety country care gun control far shooting country care selfish person everything,1,1,1,1,1,1,1
<user> maga hats,0,0,0,0,0,0,0
<user> <user> <user> <user> would say serious case bias seen handiwork antifa seen dems like maxine waters calling trump officials harassed laughing could go kidding,0,0,0,0,0,0,0
maryland remember vote rednovember 6th need put conservatives house senate kag end gov corruption washington want keep economy booming keep jobs url,0,0,0,0,0,0,0
<user> madness know going route venezuela going turn sovereign fund personal piggy bank,0,0,0,0,0,0,0
bitches boringgggg,1,1,1,1,1,1,1
rt <user> hoes dying attention 128564 128564 128564,1,1,1,1,1,1,1
<user> <emoji : face_with_rolling_eyes> claiming rape fbi jurisdiction day said 6 fbi background checks anything would found also investigate something complainant even know maga,1,0,0,0,0,1,0
<user> doug ford way think carte blanche make whatever changes benefit personally satisfy need vengeance people toronto shame democracy,1,0,1,1,0,0,0
<user> saw algae commercial blaming <user> pretty rich considering gov done zero zip want senator fl,1,0,0,0,0,0,0
<user> <user> <user> satan call home soros,1,1,1,1,1,1,1
<user> takendted heck,1,0,1,1,1,1,1
<user> crying way williams treated women treated diff court sick detracting women achievements court,0,1,0,0,0,0,0
<user> <user> <user> sociopath incapable feeling empathy period,1,1,1,1,1,1,1
<user> <user> understand sound cold love nintendo money grubbing bastards <emoji : cat_with_tears_of_joy>,1,1,1,1,1,1,1
<user> <user> tylar shut bitch usta make,1,1,1,1,1,1,1
maymustgo needs general election may ability face brussels machine believe <user> pay high price betrayal uk oblivion standup4brexit elect leader uk believe url,0,0,0,0,0,0,0
rt <user> tyler creator said rape pregnant bitch tell friends threesome <url>,1,1,1,1,1,1,1
<user> mhm bitch play life 128299,1,1,1,1,1,1,1
bitch bitch bitch eating halibut <user> freshrhymes jerksquad slowstir,1,1,1,1,1,1,1
<user> new tactic left actually go tactic used throughout decades playbook right nazi socialist playbook democratic socialist today neo nazis aka antifa thegreatawakening maga qanon,1,1,0,0,0,0,0
eye got lazy reading looking u bitches flawged lie day 128564 128564 <url>,1,1,1,1,1,1,1
tripletalaq burnol moment liberals called feminists shame never stood real issues related females,0,0,0,0,0,1,0
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> know many antifa fight harder waste government socialist money url,0,0,0,0,0,0,0
128072 never coon grew bokoo coons tho never 1 coon shit tho,1,1,1,1,1,1,1
rt <user> chief keef changed rap game said bitch cooler cooler,1,1,1,1,1,1,1
accidentally bought baby spinach baby kale mix grocery store honestly kinda ruining week healthsucks,0,0,1,0,0,0,0
<user> <user> invite <user> <user> shows let tell interview brock long know cult45politburo sounds unhinged parroting fema admins line bs <user> tried fight back long bs,1,0,1,0,0,0,0
<user> long take one biggest arsehole appear millennium <user> get humiliated exposed corrupt fake lying toad url,1,1,1,1,1,1,1
<user> <user> <user> <user> weak excuse use vote pro kavanaugh,0,0,1,0,0,0,0
<user>,0,0,0,0,0,0,0
<user> <user> cuz never insulted conservatives ahahaha,0,0,0,0,0,0,0
<user> like conservatives <user> lies either druggy stoned really present,0,1,1,1,0,1,1
<user> difference kavanaugh <user> one men admitted groping 15 year old girl years ago going confirmed scj demsarefrauds demsaredone walkawaydemocrats2018 redwave voteredsaveamerica trumptrain maga url,0,0,0,0,0,0,0
<user> say knew emails approved released knew could release grand standing got called theatrics unbecoming us senator call fake news like <user> calls,1,0,0,0,0,0,0
<user> <user> <user> adds bought,0,0,0,0,0,0,0
hold women leaving good men quotes seen nigga girl post instagram copied google u hoes crazy 9996 65039 9996 65039,1,1,1,1,1,1,1
<user> guess forgot walk liberal plank,1,0,1,0,0,1,0
<user> <user> liberals insist trying control everyone america insist us work hard money give people liberal millionaires keep millions forcing give away every dime make,0,0,0,0,0,0,0
<user> <user> probably dying due dog fumes <emoji : face_with_tears_of_joy>,0,1,0,0,0,1,0
rt <user> <user> remember one bitch ass ate last week,1,1,1,1,1,1,1
bad bitches pen make toes curl,1,1,1,1,1,1,1
<user> 2 games thought 4 fire reason,0,0,0,0,0,0,0
<user> dam lorna sexy mmmmmm gorgeous n edible,0,0,0,0,0,1,0
<user> <user> ford accused something 36 years ago testify liberals months came think liberals ones took gamble,0,0,0,0,0,0,0
<user> make yo bitch open legs,1,1,1,1,1,1,1
17 years ago lied amp claimed seen people celebrate 17 years ago boasted building tallest 17 years ago said many friends died wtc yet one funeral attended 17 years ago pos today url,0,0,0,0,0,0,0
<user> thick though wtf <emoji : weary_face>,0,1,0,0,0,0,0
<user> got big story coming probably next week communist origins antifa hope join us <user>,0,0,0,0,0,0,0
<user> <user> <user> weak argument considering gop congressmen shot baseball practice people wearing maga hats routinely attacked antifa mobs commit violent acts wearing masks etc,1,1,1,0,0,0,0
rt <user> fuck michelle obama monkey doesnt belong white house,1,1,1,1,1,1,1
makes sense qanon <user> maga walkaway url,0,0,0,0,0,0,0
<user> <user> <user> <user> become party sky falling going die sad bunch,1,1,1,1,1,0,1
<user> <user> <user> <user> um saying labour party hatred implies hateful party therefore conservatives less hateful whilst claim tories disputed whataboutery,1,0,1,0,0,1,0
<user> <user> said could speak public amp heard stop spreading lies course u liberals think u ruin life evidence,1,0,1,0,0,1,0
<user> <user> proud sweet <emoji : red_heart>,0,0,0,0,0,0,0
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> better question american voters need defeat antifa amp democrat sponsors,0,0,0,0,0,0,0
<user> <user> <user> <user> <user> <user> <user> president respects liberals,1,0,0,0,0,0,0
lethargic voters get deserve aggressive voters maga url,1,1,0,0,0,1,0
<user> start explaining think stupid rather writing question looking attention,1,1,1,1,1,1,1
<user> <user> obama tried cripple nation lied said christian actually radical muslim,0,1,0,1,0,1,1
whatever good one abraham lincoln quote yall hoes,1,1,1,1,1,1,1
<user> <user> think meant say sent jail fraud,1,1,1,1,1,1,1
hate nosey bitch like mind yah business,1,1,1,1,1,1,1
<user> <user> andy like ur reflex use cliches n slogans u must practice lot u thort writing greeting card company,0,0,0,0,0,0,0
usa feel pain even profit causing liberals u got ta luv em redistributing wealth menu serve identity politics slop destroyed libya ya never catch bill got million dead iraqi kids sanctions 90 belt url,1,1,1,1,1,1,1
<user> ham,0,0,0,0,0,0,0
screaming money hoes nigga fuck shit,1,1,1,1,1,1,1
<user> cheater casey,1,1,1,1,1,0,1
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> volient actions done defend one self antifa goal stop bank monopoles nations,0,0,0,0,0,0,0
<user> <user> strong gun control chicago nobody getting shot oh right law abiding citizens shot criminals understand guns gun control controlling guns controlling citizens,0,0,0,0,0,0,0
<user> conservatives congress run conservatives govern liberals,0,0,0,0,0,0,0
21 things make australia way better country us even mention gun control url url,0,0,0,0,0,0,0
rt <user> nice girls bitches asshole girls want dick womanlogic,1,1,1,1,1,1,1
<user> evolve form,0,0,0,0,0,0,0
<user> <user> seriously despicable even look kids eye,1,1,1,1,1,0,1
<user> relate completely arlene lol,0,0,0,0,0,0,0
<user> see liberals decide politicize tragedy despite cincy tight gun control <emoji : eyes>,1,0,0,0,0,0,0
<user> johnmccain proud notably <user> read passage scripture memorial service asked speak words sen mccain likely saw trump took office gutless suck looking sessions job weasel,0,1,1,1,1,1,1
<user> <user> live strange times really strange people never figured hirono parents kamakazee pilots side,0,0,0,0,0,0,0
<user> lol shit said tweet <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy>,1,1,1,1,1,1,1
<user> elections consequences left continues direction heading win another one long time keepitup liberalismisamentaldisease,0,0,0,0,0,0,0
<user> talk worst year player yankee history,1,0,1,1,1,1,1
stcshooting kneejerk people crying gun control shooting already restrictive gun control want ban pity one politely explained criminals supposed obey law,1,0,1,0,0,1,0
<user> say anything towards cousins puerto rican answer puerto rican none blame playing mayor puerto rico government,0,0,0,0,0,0,0
son bitch moment rains forget car windows,1,1,1,1,1,1,1
rt <user> fuking bitches move say excuse wrong world,1,1,1,1,1,1,1
<user> <user> anybody thinks gun control needs reality check life,0,0,0,0,0,0,0
<user> <user> <user> <user> <user> <user> antifa using violence hope jokes lt violence,0,1,0,0,0,0,0
<user> <user> corrupt rhino glad stepped,1,1,1,1,1,1,1
bbl gon na go sob gay bird babies,1,1,1,1,1,1,1
<user> fan paying attention would know bite heirloom apple duh,0,0,0,0,0,0,0
<user> <user> <user> bret maybe running away pretended expert got pounded submission girl assume demand proof provided provided say terms debating lost nice day,1,1,0,0,0,1,0
<user> share twtich trying make shit work url,1,1,1,1,1,1,1
<user> hello angel really sorry bother message help beautiful <emoji : smiling_face_with_heart-eyes> <emoji : tulip> <emoji : wilted_flower> <emoji : rose> <emoji : bouquet>,0,0,0,0,0,0,0
<user> go away child boring even entertain doubt <emoji : pile_of_poo> <emoji : pile_of_poo> <emoji : pig_face> <emoji : pig_face>,1,1,1,1,1,1,1
<user> would better call themfaux liberals fox liberals b c word liberal bad moral philosophy amp want word tainted people know actual definition look word feminism society changed meaning something negative,0,0,0,0,0,0,0
rt <user> yall hoes instagram rates <url>,1,1,1,1,1,1,1
assuming going get answer brainless liberal stooge ocasio cortez <user> 40t policy plan url wakeupamerica america future vote republican surrender america dem morons <user> maga,1,1,1,1,1,1,1
<user> thanks vince fucker need hold chance clients miss,1,1,1,1,1,1,1
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> proud flotus,0,0,0,1,0,0,0
<user> bitch bruhhh,1,1,1,1,1,1,1
<user> <user> fat president trump last president moore ever see,0,1,1,1,0,0,1
<user> <user> think <user> corrupt back biter snake,0,1,1,1,0,1,1
<user> fixing headline antifa protestors chant believe christine ford,0,0,0,0,0,0,0
<user> think infinitely funnier obviously uh huh <emoji : face_with_open_mouth>,1,0,0,0,0,0,0
<user> <emoji : woman_shrugging_medium-light_skin_tone> would silly,1,1,0,1,1,1,1
like nike bitch,1,1,1,1,1,1,1
<user> <user> u cant kavanaugh confirmed many getting arrested maga,0,0,0,0,0,0,0
<user> gone long imo trump wants meet trying help trump reach peace deal blows able tell world lying everyone order trick certain people could take,0,0,0,0,0,0,0
<user> <emoji : ok_hand_light_skin_tone> never seen anyone talk like twitter seen really messed shit,1,1,1,1,1,1,1
<user> <user> <user> <user> <user> <user> h1v3 good videos amp u good work occasionally focus activists rather productive might support antifa fine yes funding soros undeniably mean everyone paid soros,0,0,0,0,0,0,0
every spic cop killed pigs got job get even white people never anything,1,1,1,1,1,1,1
<user> would make sense big character 9 stays way really hope lol making cringe movie <emoji : face_with_tears_of_joy>,0,0,0,0,0,0,0
rt <user> 8220 <user> 8220 <user> pussy wet got ta dry outside 8221 stop telling business 8221 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514,1,1,1,1,1,1,1
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> damn drink fight right next ooh rah party time antifa pinatas,0,0,0,0,0,0,0
<user> <user> buildthewall lockthemup drainthedeepstate nflwalkaway amp maga,0,0,0,0,0,0,0
<user> <emoji : red_heart> beloved <emoji : red_heart>,0,0,0,0,0,0,0
<user> damn right think different part problem country thank god president puts america first instead putting illigal aliens ahead americans,1,1,1,0,0,1,1
<user> coming former ag charged conspiracy commit murder fast amp furious scandal one many scandals committed within obama administration,0,1,0,1,0,0,0
<user> donald trump nevada either maga rally tge gop convention hollowing america tour putin likes put project red wave,0,0,0,0,0,0,0
fw niggahs everyday neva changed always niggah thru shit niggahs,1,1,1,1,1,1,1
<user> advocating gun control right cars kill drunk drivers banning cars alcohol,0,1,1,1,1,0,1
pussies pussy every women got one u got ta ladies,1,1,1,1,1,1,1
get main bitch side bitch confused big difference,1,1,1,1,1,1,1
<user> <user> <user> got ta prove world bale,0,0,0,0,0,0,0
<user> <user> cino conservatives name,0,0,0,0,0,0,0
<user> best part read exchange thread year later dude comes back blm antifa caused nazis bullshit lmao best mean saddest,0,1,1,1,1,0,1
<user> <user> <user> hope <user> ask <user> deep state swamp creatures undermining president agendas latest <user> video,0,0,1,0,0,1,0
christian kabasele reveals secrets behind watford perfect start premier league season beans banned watford training ground christian kabasele spills avocado quinoa intelligent url url,0,0,0,0,0,0,0
<user> <user> <user> wow like lady amp fighter amp blessing,0,0,0,0,0,0,0
internet make think bitches actually,1,1,1,1,1,1,1
<user> <user> demorats hold conservatives amp gop higher standard hold,0,0,0,0,0,0,0
<user> <user> <user> add maverick goes every reason nerfed iq player player base use however bcoz pl players play game religiously use sudden op whole community <emoji : thinking_face> <emoji : thinking_face>,0,0,0,0,0,0,0
<user> <user> majority daca 3rd world countries communists activists antifa ofa amp 1 incompatibles w usculture amp 2felons criminal violence amp participation cult includes kill potus45 amp destroysovereignusa usconstndem replace w marxist 4threichnwo tyranny treason,1,1,1,1,1,1,1
<user> trash though,1,1,1,1,1,1,1
<user> drakes new shoes released nike jordan yes glitter shoes <url> dudes fag,1,1,1,1,1,1,1
alaye turn maga pay,1,0,0,1,1,0,0
<user> <user> <user> liberals today r different classical liberals liberals today gone far left r marxists burying head sand think neo amp classical libs trump authoritarian people say want amp killed,1,1,1,1,1,1,1
<user> dnc corruption url,1,1,1,1,0,1,1
<user> <user> yes like going 5pc plastic bags <user> could get way uni credit austerity even go back promise cut tax self employed,0,0,0,0,0,0,0
<user> lost mind shit unsanitary af url,1,1,1,1,1,1,1
<user> <user> jewish theatrics google,0,0,0,0,0,0,0
neck back lick pussy crack,1,1,1,1,1,1,1
<user> hair polyester fibers yoda puppet,0,0,0,0,0,0,0
<user> glad back <emoji : folded_hands> hygs love <emoji : red_heart> getting ready prolife presentation maga <emoji : hundred_points> <emoji : united_states> <emoji : united_states> <emoji : united_states> url,0,0,0,0,0,0,0
<user> republicans gun control deaths participate success trump economy url,0,0,0,0,0,0,0
<user> wonder chicago bears fan,0,0,0,0,0,0,0
<user> aim higher,0,0,0,0,0,0,0
<user> <user> send <user> party manifesto promised help families maybe remind duties hostileenvironment priceonlove skypefamilies <user> <user> <user> url,0,0,0,0,0,0,0
<user> <user> one punk rock friends nyc always getting weird hate mail posted comments someone used j hope gif course explain love people use gifs clue <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy>,0,0,0,0,0,0,0
<user> <user> course never cover conservatives,0,0,0,0,0,0,0
<user> dare please miss us url,0,0,0,0,0,0,0
<user> aware smell cologne chose perhaps take aware near shadow meaning follow attempt less creepy,0,0,0,0,0,0,0
<user> <user> seems true least damage trump done undone fairly quickly url,0,0,0,0,0,0,0
<user> people since ever mention intention campaign except vague reduce size government al interpreted provincial government bet ass going forget,0,0,0,1,0,0,0
<user> <user> cult religion,0,0,0,0,0,0,0
rt <user> hate people ask 8220 tryna look good 8221 bitch bye,1,1,1,1,1,1,1
<user> appears edited portion antifa talk latest episode like file formal complaint,0,0,0,0,0,0,0
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> one <user> strongest supporter washington primary president amp senator put past rest ask supporting potus talking fellow conservatives,0,0,0,0,0,0,0
<user> deplorables use 2a keep democratically elected president power,0,0,0,0,0,0,0
